4.46	87.6445	-0.0702	-4.0168	0
4.47	87.8039	-0.0709	-4.034	0
4.48	87.962	-0.0715	-4.1679	0
4.49	88.1189	-0.0722	-4.1685	0
4.5	88.2746	-0.0729	-4.3336	0
4.51	88.429	-0.0735	-4.4347	0
4.52	88.5823	-0.0742	-4.4492	0
4.53	88.7344	-0.0749	-4.457	0
4.54	88.8853	-0.0756	-4.4242	0
4.55	89.035	-0.0762	-4.4915	0
4.56	89.1835	-0.0769	-4.421	0
4.57	89.3309	-0.0776	-4.4826	0
4.58	89.477	-0.0782	-4.5993	0
4.59	89.622	-0.0789	-4.8008	0
4.6	89.7658	-0.0796	-4.8137	0
4.61	89.9085	-0.0803	-4.9416	0
4.62	90.05	-0.0809	-4.8278	0
4.63	90.1903	-0.0816	-4.857	0
4.64	90.3294	-0.0823	-5.0721	0
4.65	90.4674	-0.0829	-5.1131	0
4.66	90.6042	-0.0836	-4.9901	0
4.67	90.7399	-0.0843	-5.1817	0
4.68	90.8744	-0.085	-5.2269	0
4.69	91.0078	-0.0856	-5.1735	0
4.7	91.1401	-0.0863	-5.043	0
4.71	91.2712	-0.087	-5.1035	0
4.72	91.4011	-0.0876	-5.0121	0
4.73	91.5299	-0.0883	-4.9606	0
4.74	91.6576	-0.089	-5.1067	0
4.75	91.7842	-0.0897	-5.1416	0
4.76	91.9096	-0.0903	-5.1931	0
4.77	92.0339	-0.091	-5.1995	0
4.78	92.1571	-0.0917	-5.2027	0
4.79	92.2792	-0.0923	-5.2561	0
4.8	92.4001	-0.093	-5.4713	0
4.81	92.52	-0.0937	-5.6742	0
4.82	92.6387	-0.0944	-5.7792	0
4.83	92.7563	-0.095	-5.8237	0
4.84	92.8728	-0.0957	-6.0517	0
4.85	92.9882	-0.0964	-6.1818	0
4.86	93.1025	-0.097	-6.206	0
4.87	93.2157	-0.0977	-6.1724	0
4.88	93.3278	-0.0984	-6.2778	0
4.89	93.4388	-0.0991	-6.3547	0
4.9	93.5487	-0.0997	-6.4712	0
4.91	93.6575	-0.1004	-6.6396	0
4.92	93.7652	-0.1011	-6.551	0
4.93	93.8718	-0.1017	-6.5371	0
4.94	93.9774	-0.1024	-6.6994	0
4.95	94.0818	-0.1031	-6.9156	0
4.96	94.1852	-0.1038	-6.8674	0
4.97	94.2875	-0.1044	-6.7444	0
4.98	94.3888	-0.1051	-6.8762	0
4.99	94.4889	-0.1058	-6.9149	0
5.0	94.588	-0.1064	-7.1454	0
5.01	94.686	-0.1071	-7.0792	0
5.02	94.7829	-0.1078	-7.0515	0
5.03	94.8788	-0.1085	-7.0117	0
5.04	94.9736	-0.1091	-6.8628	0
5.05	95.0673	-0.1098	-6.8495	0
5.06	95.16	-0.1105	-7.0531	0
5.07	95.2516	-0.1111	-7.1235	0
5.08	95.3422	-0.1118	-7.1231	0
5.09	95.4317	-0.1125	-7.0061	0
5.1	95.5201	-0.1131	-6.9479	0
5.11	95.6075	-0.1138	-7.0318	0
5.12	95.6939	-0.1145	-6.9093	0
5.13	95.7792	-0.1152	-6.7928	0
5.14	95.8634	-0.1158	-6.6844	0
5.15	95.9466	-0.1165	-6.7848	0
5.16	96.0288	-0.1172	-6.9925	0
5.17	96.1099	-0.1178	-7.0316	0
5.18	96.19	-0.1185	-7.1958	0
5.19	96.269	-0.1192	-7.3482	0
5.2	96.347	-0.1199	-7.4308	0
5.21	96.4239	-0.1205	-7.4403	0
5.22	96.4998	-0.1212	-7.3601	0
5.23	96.5747	-0.1219	-7.5089	0
5.24	96.6486	-0.1225	-7.5801	0
5.25	96.7214	-0.1232	-7.7271	0
5.26	96.7932	-0.1239	-7.5936	0
5.27	96.8639	-0.1246	-7.7401	0
5.28	96.9337	-0.1252	-7.6504	0
5.29	97.0024	-0.1259	-7.6315	0
5.3	97.0701	-0.1266	-7.8266	0
5.31	97.1367	-0.1272	-7.9785	0
