time,altitude,x_position,velocity_x,velocity_y,theta_radians,theta_measured_radians,angular_velocity,angular_acceleration,current_mass,current_moi,current_moment_arm,current_stage,engine_thrust,is_burning,drag_force_y,gimbal_actual_deg,dt
6.3900,48.5756,1.2838,0.5189,-10.6283,-0.1002,-0.1010,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4000,48.4683,1.2890,0.5156,-10.7300,-0.1005,-0.0992,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4100,48.3599,1.2941,0.5122,-10.8318,-0.1008,-0.0999,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4200,48.2506,1.2992,0.5087,-10.9336,-0.1011,-0.1003,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4300,48.1403,1.3042,0.5053,-11.0356,-0.1014,-0.1042,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4400,48.0289,1.3093,0.5018,-11.1376,-0.1017,-0.1006,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4500,47.9165,1.3142,0.4982,-11.2396,-0.1019,-0.1021,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4600,47.8031,1.3192,0.4946,-11.3418,-0.1022,-0.1029,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4700,47.6886,1.3241,0.4910,-11.4440,-0.1025,-0.1034,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4800,47.5732,1.3290,0.4874,-11.5463,-0.1028,-0.1030,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.4900,47.4567,1.3338,0.4837,-11.6486,-0.1031,-0.1032,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5000,47.3392,1.3386,0.4799,-11.7510,-0.1034,-0.1018,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5100,47.2206,1.3434,0.4762,-11.8535,-0.1036,-0.0999,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5200,47.1011,1.3481,0.4724,-11.9561,-0.1039,-0.1030,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5300,46.9805,1.3528,0.4685,-12.0587,-0.1042,-0.1041,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5400,46.8589,1.3574,0.4646,-12.1615,-0.1045,-0.1026,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5500,46.7362,1.3620,0.4607,-12.2643,-0.1048,-0.1053,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5600,46.6126,1.3666,0.4567,-12.3671,-0.1051,-0.1068,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5700,46.4879,1.3711,0.4527,-12.4701,-0.1053,-0.1052,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5800,46.3621,1.3756,0.4487,-12.5731,-0.1056,-0.1059,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.5900,46.2354,1.3801,0.4446,-12.6762,-0.1059,-0.1081,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6000,46.1076,1.3845,0.4405,-12.7794,-0.1062,-0.1065,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6100,45.9787,1.3888,0.4363,-12.8827,-0.1065,-0.1063,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6200,45.8489,1.3932,0.4322,-12.9860,-0.1068,-0.1032,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6300,45.7180,1.3974,0.4279,-13.0894,-0.1070,-0.1077,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6400,45.5861,1.4017,0.4236,-13.1929,-0.1073,-0.1032,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6500,45.4531,1.4059,0.4193,-13.2965,-0.1076,-0.1037,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6600,45.3191,1.4100,0.4150,-13.4002,-0.1079,-0.1082,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6700,45.1840,1.4141,0.4106,-13.5040,-0.1082,-0.1083,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6800,45.0480,1.4182,0.4061,-13.6078,-0.1085,-0.1102,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.6900,44.9109,1.4222,0.4017,-13.7117,-0.1087,-0.1115,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7000,44.7727,1.4262,0.3971,-13.8158,-0.1090,-0.1109,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7100,44.6335,1.4301,0.3926,-13.9199,-0.1093,-0.1077,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7200,44.4933,1.4340,0.3880,-14.0241,-0.1096,-0.1063,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7300,44.3520,1.4378,0.3834,-14.1283,-0.1099,-0.1101,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7400,44.2096,1.4416,0.3787,-14.2327,-0.1101,-0.1124,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7500,44.0663,1.4453,0.3739,-14.3372,-0.1104,-0.1070,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7600,43.9219,1.4490,0.3692,-14.4417,-0.1107,-0.1082,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7700,43.7764,1.4527,0.3644,-14.5464,-0.1110,-0.1130,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7800,43.6299,1.4563,0.3595,-14.6511,-0.1113,-0.1120,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.7900,43.4823,1.4598,0.3546,-14.7559,-0.1116,-0.1108,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8000,43.3337,1.4633,0.3497,-14.8609,-0.1118,-0.1096,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8100,43.1841,1.4668,0.3447,-14.9659,-0.1121,-0.1100,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8200,43.0333,1.4702,0.3397,-15.0710,-0.1124,-0.1135,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8300,42.8816,1.4735,0.3347,-15.1762,-0.1127,-0.1119,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8400,42.7288,1.4768,0.3296,-15.2815,-0.1130,-0.1129,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8500,42.5749,1.4800,0.3244,-15.3869,-0.1133,-0.1135,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8600,42.4200,1.4832,0.3192,-15.4924,-0.1135,-0.1121,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8700,42.2640,1.4864,0.3140,-15.5980,-0.1138,-0.1126,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8800,42.1070,1.4895,0.3087,-15.7037,-0.1141,-0.1130,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.8900,41.9489,1.4925,0.3034,-15.8095,-0.1144,-0.1140,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9000,41.7897,1.4955,0.2980,-15.9154,-0.1147,-0.1122,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9100,41.6295,1.4984,0.2926,-16.0214,-0.1150,-0.1147,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9200,41.4682,1.5013,0.2872,-16.1275,-0.1152,-0.1152,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9300,41.3059,1.5041,0.2817,-16.2338,-0.1155,-0.1172,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9400,41.1425,1.5069,0.2761,-16.3401,-0.1158,-0.1172,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9500,40.9780,1.5096,0.2705,-16.4465,-0.1161,-0.1176,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9600,40.8125,1.5122,0.2649,-16.5530,-0.1164,-0.1171,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9700,40.6459,1.5148,0.2592,-16.6597,-0.1167,-0.1165,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9800,40.4782,1.5173,0.2535,-16.7664,-0.1169,-0.1207,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.9900,40.3095,1.5198,0.2477,-16.8733,-0.1172,-0.1189,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0000,40.1397,1.5222,0.2419,-16.9802,-0.1175,-0.1144,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0100,39.9688,1.5246,0.2361,-17.0873,-0.1178,-0.1181,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0200,39.7969,1.5269,0.2302,-17.1945,-0.1181,-0.1213,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0300,39.6239,1.5291,0.2242,-17.3018,-0.1184,-0.1156,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0400,39.4498,1.5313,0.2182,-17.4092,-0.1186,-0.1179,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0500,39.2746,1.5334,0.2122,-17.5167,-0.1189,-0.1218,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0600,39.0984,1.5355,0.2061,-17.6243,-0.1192,-0.1187,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0700,38.9210,1.5375,0.1999,-17.7321,-0.1195,-0.1211,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0800,38.7426,1.5394,0.1938,-17.8400,-0.1198,-0.1213,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.0900,38.5632,1.5413,0.1875,-17.9479,-0.1201,-0.1199,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1000,38.3826,1.5431,0.1812,-18.0560,-0.1203,-0.1184,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1100,38.2009,1.5449,0.1749,-18.1643,-0.1206,-0.1218,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1200,38.0182,1.5466,0.1685,-18.2726,-0.1209,-0.1224,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1300,37.8344,1.5482,0.1621,-18.3811,-0.1212,-0.1207,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1400,37.6495,1.5497,0.1556,-18.4896,-0.1215,-0.1237,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1500,37.4635,1.5512,0.1491,-18.5983,-0.1217,-0.1227,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1600,37.2765,1.5527,0.1425,-18.7072,-0.1220,-0.1213,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1700,37.0883,1.5540,0.1359,-18.8161,-0.1223,-0.1208,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1800,36.8990,1.5553,0.1292,-18.9252,-0.1226,-0.1225,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.1900,36.7087,1.5565,0.1225,-19.0344,-0.1229,-0.1207,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2000,36.5173,1.5577,0.1157,-19.1437,-0.1232,-0.1226,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2100,36.3247,1.5588,0.1089,-19.2532,-0.1234,-0.1218,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2200,36.1311,1.5598,0.1021,-19.3627,-0.1237,-0.1234,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2300,35.9364,1.5607,0.0951,-19.4724,-0.1240,-0.1231,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2400,35.7406,1.5616,0.0882,-19.5823,-0.1243,-0.1228,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2500,35.5436,1.5624,0.0811,-19.6923,-0.1246,-0.1260,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2600,35.3456,1.5632,0.0741,-19.8023,-0.1249,-0.1217,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2700,35.1465,1.5639,0.0669,-19.9126,-0.1251,-0.1262,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2800,34.9463,1.5644,0.0598,-20.0229,-0.1254,-0.1276,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.2900,34.7449,1.5650,0.0525,-20.1334,-0.1257,-0.1248,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3000,34.5425,1.5654,0.0452,-20.2441,-0.1260,-0.1232,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3100,34.3389,1.5658,0.0379,-20.3548,-0.1263,-0.1253,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3200,34.1343,1.5661,0.0305,-20.4657,-0.1266,-0.1275,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3300,33.9285,1.5663,0.0231,-20.5768,-0.1268,-0.1265,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3400,33.7216,1.5665,0.0156,-20.6880,-0.1271,-0.1280,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3500,33.5136,1.5666,0.0080,-20.7993,-0.1274,-0.1269,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3600,33.3045,1.5666,0.0004,-20.9107,-0.1277,-0.1283,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3700,33.0943,1.5665,-0.0072,-21.0223,-0.1280,-0.1295,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3800,32.8830,1.5664,-0.0149,-21.1341,-0.1283,-0.1263,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.3900,32.6705,1.5661,-0.0227,-21.2460,-0.1285,-0.1263,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4000,32.4569,1.5658,-0.0305,-21.3580,-0.1288,-0.1263,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4100,32.2422,1.5654,-0.0384,-21.4702,-0.1291,-0.1306,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4200,32.0264,1.5650,-0.0463,-21.5825,-0.1294,-0.1304,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4300,31.8094,1.5644,-0.0543,-21.6950,-0.1297,-0.1262,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4400,31.5914,1.5638,-0.0623,-21.8076,-0.1300,-0.1283,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4500,31.3722,1.5631,-0.0704,-21.9204,-0.1302,-0.1307,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4600,31.1518,1.5623,-0.0786,-22.0333,-0.1305,-0.1322,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4700,30.9304,1.5615,-0.0868,-22.1463,-0.1308,-0.1320,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4800,30.7078,1.5605,-0.0950,-22.2596,-0.1311,-0.1327,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.4900,30.4840,1.5595,-0.1034,-22.3729,-0.1314,-0.1295,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5000,30.2592,1.5584,-0.1117,-22.4865,-0.1316,-0.1281,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5100,30.0332,1.5572,-0.1202,-22.6001,-0.1319,-0.1293,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5200,29.8060,1.5559,-0.1287,-22.7140,-0.1322,-0.1278,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5300,29.5778,1.5545,-0.1372,-22.8280,-0.1325,-0.1328,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5400,29.3483,1.5530,-0.1458,-22.9421,-0.1328,-0.1339,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5500,29.1178,1.5515,-0.1545,-23.0564,-0.1331,-0.1347,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5600,28.8861,1.5499,-0.1632,-23.1709,-0.1333,-0.1346,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5700,28.6532,1.5481,-0.1720,-23.2855,-0.1336,-0.1312,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5800,28.4192,1.5463,-0.1808,-23.4003,-0.1339,-0.1337,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.5900,28.1841,1.5444,-0.1897,-23.5153,-0.1342,-0.1344,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6000,27.9478,1.5424,-0.1987,-23.6304,-0.1345,-0.1354,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6100,27.7103,1.5404,-0.2077,-23.7457,-0.1348,-0.1356,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6200,27.4717,1.5382,-0.2168,-23.8611,-0.1350,-0.1376,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6300,27.2319,1.5359,-0.2259,-23.9767,-0.1353,-0.1353,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6400,26.9910,1.5336,-0.2351,-24.0925,-0.1356,-0.1355,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6500,26.7489,1.5311,-0.2444,-24.2084,-0.1359,-0.1366,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6600,26.5057,1.5286,-0.2537,-24.3246,-0.1362,-0.1357,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6700,26.2613,1.5260,-0.2631,-24.4409,-0.1365,-0.1402,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6800,26.0157,1.5233,-0.2726,-24.5573,-0.1367,-0.1357,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.6900,25.7689,1.5204,-0.2821,-24.6740,-0.1370,-0.1390,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7000,25.5210,1.5175,-0.2917,-24.7908,-0.1373,-0.1360,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7100,25.2720,1.5145,-0.3013,-24.9078,-0.1376,-0.1362,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7200,25.0217,1.5114,-0.3110,-25.0249,-0.1379,-0.1397,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7300,24.7703,1.5082,-0.3208,-25.1423,-0.1382,-0.1378,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7400,24.5177,1.5049,-0.3306,-25.2598,-0.1384,-0.1407,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7500,24.2639,1.5015,-0.3405,-25.3775,-0.1387,-0.1386,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7600,24.0090,1.4980,-0.3505,-25.4954,-0.1390,-0.1392,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7700,23.7528,1.4944,-0.3605,-25.6134,-0.1393,-0.1382,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7800,23.4955,1.4907,-0.3706,-25.7317,-0.1396,-0.1415,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.7900,23.2370,1.4869,-0.3807,-25.8501,-0.1399,-0.1409,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.8000,22.9773,1.4829,-0.3910,-25.9687,-0.1401,-0.1393,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.8100,22.7164,1.4789,-0.4012,-26.0875,-0.1404,-0.1393,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.8200,22.4544,1.4748,-0.4116,-26.2065,-0.1407,-0.1425,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.8300,22.1911,1.4706,-0.4220,-26.3257,-0.1410,-0.1434,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.8400,21.9267,1.4663,-0.4325,-26.4450,-0.1413,-0.1420,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
7.8500,21.6610,1.4618,-0.4431,-26.5646,-0.1416,-0.1410,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
