time,altitude,x_position,velocity_x,velocity_y,theta_radians,theta_measured_radians,angular_velocity,angular_acceleration,current_mass,current_moi,current_moment_arm,current_stage,engine_thrust,is_burning,drag_force_y,gimbal_actual_deg,dt
4.9100,53.4686,0.3275,0.6652,4.0441,-0.0584,-0.0580,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9200,53.5081,0.3341,0.6663,3.9453,-0.0587,-0.0588,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9300,53.5465,0.3408,0.6674,3.8465,-0.0589,-0.0587,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9400,53.5840,0.3475,0.6684,3.7478,-0.0592,-0.0633,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9500,53.6205,0.3542,0.6695,3.6491,-0.0595,-0.0575,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9600,53.6560,0.3609,0.6705,3.5504,-0.0598,-0.0597,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9700,53.6905,0.3676,0.6714,3.4517,-0.0601,-0.0587,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9800,53.7240,0.3743,0.6724,3.3531,-0.0604,-0.0598,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
4.9900,53.7566,0.3811,0.6733,3.2545,-0.0606,-0.0599,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0000,53.7881,0.3878,0.6742,3.1559,-0.0609,-0.0614,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0100,53.8187,0.3946,0.6751,3.0573,-0.0612,-0.0609,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.0000,0.0100
5.0200,53.8483,0.4013,0.6759,2.9587,-0.0615,-0.0587,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0300,53.8769,0.4081,0.6768,2.8602,-0.0618,-0.0603,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0400,53.9045,0.4149,0.6776,2.7617,-0.0621,-0.0594,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0500,53.9312,0.4216,0.6783,2.6631,-0.0623,-0.0630,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0600,53.9568,0.4284,0.6791,2.5647,-0.0626,-0.0620,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0700,53.9815,0.4352,0.6798,2.4662,-0.0629,-0.0617,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0800,54.0051,0.4420,0.6805,2.3677,-0.0632,-0.0646,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.0900,54.0278,0.4489,0.6811,2.2693,-0.0635,-0.0599,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1000,54.0495,0.4557,0.6817,2.1708,-0.0637,-0.0622,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1100,54.0703,0.4625,0.6824,2.0724,-0.0640,-0.0614,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1200,54.0900,0.4693,0.6829,1.9740,-0.0643,-0.0648,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1300,54.1088,0.4762,0.6835,1.8756,-0.0646,-0.0641,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1400,54.1265,0.4830,0.6840,1.7772,-0.0649,-0.0627,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1500,54.1433,0.4898,0.6845,1.6788,-0.0652,-0.0642,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1600,54.1591,0.4967,0.6850,1.5805,-0.0654,-0.0671,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1700,54.1740,0.5035,0.6854,1.4821,-0.0657,-0.0647,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1800,54.1878,0.5104,0.6858,1.3838,-0.0660,-0.0668,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.1900,54.2006,0.5173,0.6862,1.2855,-0.0663,-0.0695,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2000,54.2125,0.5241,0.6866,1.1871,-0.0666,-0.0678,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2100,54.2234,0.5310,0.6869,1.0888,-0.0669,-0.0631,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2200,54.2333,0.5379,0.6872,0.9905,-0.0671,-0.0681,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2300,54.2422,0.5447,0.6875,0.8922,-0.0674,-0.0672,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2400,54.2502,0.5516,0.6877,0.7939,-0.0677,-0.0671,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2500,54.2571,0.5585,0.6880,0.6956,-0.0680,-0.0691,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2600,54.2631,0.5654,0.6881,0.5973,-0.0683,-0.0683,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2700,54.2681,0.5723,0.6883,0.4990,-0.0686,-0.0672,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2800,54.2721,0.5792,0.6885,0.4007,-0.0688,-0.0658,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.2900,54.2751,0.5860,0.6886,0.3024,-0.0691,-0.0678,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3000,54.2772,0.5929,0.6886,0.2042,-0.0694,-0.0691,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3100,54.2782,0.5998,0.6887,0.1059,-0.0697,-0.0676,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3200,54.2783,0.6067,0.6887,0.0076,-0.0700,-0.0698,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3300,54.2774,0.6136,0.6887,-0.0907,-0.0703,-0.0697,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3400,54.2755,0.6205,0.6887,-0.1889,-0.0705,-0.0710,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3500,54.2726,0.6274,0.6887,-0.2872,-0.0708,-0.0696,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3600,54.2688,0.6342,0.6886,-0.3855,-0.0711,-0.0695,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3700,54.2639,0.6411,0.6885,-0.4838,-0.0714,-0.0694,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3800,54.2581,0.6480,0.6883,-0.5821,-0.0717,-0.0730,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.3900,54.2513,0.6549,0.6882,-0.6803,-0.0720,-0.0743,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4000,54.2435,0.6618,0.6880,-0.7786,-0.0722,-0.0713,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4100,54.2348,0.6687,0.6877,-0.8769,-0.0725,-0.0719,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4200,54.2250,0.6755,0.6875,-0.9752,-0.0728,-0.0716,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4300,54.2143,0.6824,0.6872,-1.0735,-0.0731,-0.0724,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4400,54.2026,0.6893,0.6869,-1.1718,-0.0734,-0.0745,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4500,54.1898,0.6961,0.6866,-1.2702,-0.0737,-0.0739,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4600,54.1762,0.7030,0.6862,-1.3685,-0.0739,-0.0725,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4700,54.1615,0.7099,0.6858,-1.4668,-0.0742,-0.0742,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4800,54.1458,0.7167,0.6854,-1.5652,-0.0745,-0.0726,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.4900,54.1292,0.7236,0.6849,-1.6635,-0.0748,-0.0774,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5000,54.1116,0.7304,0.6845,-1.7619,-0.0751,-0.0764,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5100,54.0930,0.7372,0.6840,-1.8602,-0.0753,-0.0793,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5200,54.0734,0.7441,0.6834,-1.9586,-0.0756,-0.0753,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5300,54.0528,0.7509,0.6829,-2.0570,-0.0759,-0.0728,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5400,54.0313,0.7577,0.6823,-2.1554,-0.0762,-0.0766,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5500,54.0087,0.7645,0.6816,-2.2538,-0.0765,-0.0746,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5600,53.9852,0.7714,0.6810,-2.3523,-0.0768,-0.0749,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5700,53.9607,0.7782,0.6803,-2.4507,-0.0770,-0.0743,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5800,53.9352,0.7850,0.6796,-2.5492,-0.0773,-0.0813,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.5900,53.9087,0.7917,0.6789,-2.6477,-0.0776,-0.0785,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6000,53.8813,0.7985,0.6781,-2.7462,-0.0779,-0.0789,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6100,53.8528,0.8053,0.6773,-2.8447,-0.0782,-0.0806,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6200,53.8234,0.8121,0.6765,-2.9432,-0.0785,-0.0766,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6300,53.7930,0.8188,0.6756,-3.0417,-0.0787,-0.0788,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6400,53.7616,0.8256,0.6747,-3.1403,-0.0790,-0.0792,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6500,53.7292,0.8323,0.6738,-3.2389,-0.0793,-0.0811,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6600,53.6958,0.8390,0.6729,-3.3375,-0.0796,-0.0828,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6700,53.6615,0.8458,0.6719,-3.4361,-0.0799,-0.0801,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6800,53.6261,0.8525,0.6709,-3.5347,-0.0802,-0.0813,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.6900,53.5898,0.8592,0.6699,-3.6334,-0.0804,-0.0814,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7000,53.5525,0.8658,0.6688,-3.7321,-0.0807,-0.0782,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7100,53.5141,0.8725,0.6677,-3.8308,-0.0810,-0.0807,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7200,53.4749,0.8792,0.6666,-3.9295,-0.0813,-0.0780,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7300,53.4346,0.8858,0.6654,-4.0282,-0.0816,-0.0817,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7400,53.3933,0.8925,0.6643,-4.1270,-0.0819,-0.0805,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7500,53.3510,0.8991,0.6630,-4.2258,-0.0821,-0.0844,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7600,53.3078,0.9057,0.6618,-4.3246,-0.0824,-0.0819,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7700,53.2636,0.9123,0.6605,-4.4235,-0.0827,-0.0835,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7800,53.2183,0.9189,0.6592,-4.5224,-0.0830,-0.0804,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.7900,53.1721,0.9255,0.6579,-4.6213,-0.0833,-0.0836,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8000,53.1249,0.9321,0.6565,-4.7202,-0.0836,-0.0852,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8100,53.0767,0.9386,0.6551,-4.8191,-0.0838,-0.0849,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8200,53.0275,0.9452,0.6537,-4.9181,-0.0841,-0.0859,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8300,52.9774,0.9517,0.6523,-5.0171,-0.0844,-0.0861,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8400,52.9262,0.9582,0.6508,-5.1162,-0.0847,-0.0858,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8500,52.8741,0.9647,0.6492,-5.2153,-0.0850,-0.0860,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8600,52.8209,0.9712,0.6477,-5.3144,-0.0853,-0.0890,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8700,52.7668,0.9776,0.6461,-5.4135,-0.0855,-0.0839,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8800,52.7117,0.9841,0.6445,-5.5127,-0.0858,-0.0855,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.8900,52.6555,0.9905,0.6429,-5.6119,-0.0861,-0.0833,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9000,52.5984,0.9969,0.6412,-5.7111,-0.0864,-0.0875,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9100,52.5403,1.0033,0.6395,-5.8104,-0.0867,-0.0839,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9200,52.4812,1.0097,0.6377,-5.9097,-0.0869,-0.0841,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9300,52.4211,1.0160,0.6360,-6.0091,-0.0872,-0.0876,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9400,52.3601,1.0224,0.6342,-6.1085,-0.0875,-0.0877,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9500,52.2980,1.0287,0.6324,-6.2079,-0.0878,-0.0851,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9600,52.2349,1.0350,0.6305,-6.3073,-0.0881,-0.0874,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9700,52.1708,1.0413,0.6286,-6.4068,-0.0884,-0.0867,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9800,52.1058,1.0476,0.6267,-6.5064,-0.0886,-0.0913,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
5.9900,52.0397,1.0538,0.6247,-6.6059,-0.0889,-0.0911,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0000,51.9727,1.0600,0.6227,-6.7055,-0.0892,-0.0878,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0100,51.9046,1.0662,0.6207,-6.8052,-0.0895,-0.0903,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0200,51.8356,1.0724,0.6186,-6.9049,-0.0898,-0.0869,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0300,51.7655,1.0786,0.6165,-7.0046,-0.0901,-0.0916,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0400,51.6945,1.0847,0.6144,-7.1044,-0.0903,-0.0878,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0500,51.6224,1.0909,0.6123,-7.2042,-0.0906,-0.0939,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0600,51.5494,1.0970,0.6101,-7.3041,-0.0909,-0.0913,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0700,51.4753,1.1030,0.6079,-7.4040,-0.0912,-0.0911,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0800,51.4003,1.1091,0.6056,-7.5039,-0.0915,-0.0904,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.0900,51.3243,1.1151,0.6033,-7.6039,-0.0918,-0.0923,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1000,51.2472,1.1211,0.6010,-7.7040,-0.0920,-0.0920,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1100,51.1692,1.1271,0.5987,-7.8041,-0.0923,-0.0915,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1200,51.0901,1.1331,0.5963,-7.9042,-0.0926,-0.0909,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1300,51.0101,1.1390,0.5939,-8.0044,-0.0929,-0.0928,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1400,50.9290,1.1449,0.5914,-8.1046,-0.0932,-0.0938,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1500,50.8470,1.1508,0.5889,-8.2049,-0.0935,-0.0938,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1600,50.7639,1.1567,0.5864,-8.3053,-0.0937,-0.0929,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1700,50.6799,1.1625,0.5839,-8.4056,-0.0940,-0.0942,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1800,50.5948,1.1684,0.5813,-8.5061,-0.0943,-0.0922,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.1900,50.5088,1.1741,0.5787,-8.6066,-0.0946,-0.0961,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2000,50.4217,1.1799,0.5760,-8.7071,-0.0949,-0.0964,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2100,50.3336,1.1856,0.5733,-8.8077,-0.0952,-0.0945,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2200,50.2445,1.1913,0.5706,-8.9084,-0.0954,-0.0938,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2300,50.1544,1.1970,0.5678,-9.0091,-0.0957,-0.0944,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2400,50.0633,1.2027,0.5650,-9.1098,-0.0960,-0.0939,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2500,49.9712,1.2083,0.5622,-9.2106,-0.0963,-0.0984,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2600,49.8781,1.2139,0.5593,-9.3115,-0.0966,-0.0979,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2700,49.7840,1.2194,0.5565,-9.4124,-0.0969,-0.0952,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2800,49.6889,1.2250,0.5535,-9.5134,-0.0971,-0.0973,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.2900,49.5927,1.2305,0.5506,-9.6145,-0.0974,-0.0962,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3000,49.4956,1.2360,0.5476,-9.7156,-0.0977,-0.0973,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3100,49.3974,1.2414,0.5445,-9.8167,-0.0980,-0.0955,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3200,49.2982,1.2468,0.5414,-9.9179,-0.0983,-0.0993,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3300,49.1980,1.2522,0.5383,-10.0192,-0.0985,-0.0982,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3400,49.0968,1.2576,0.5352,-10.1206,-0.0988,-0.0972,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3500,48.9946,1.2629,0.5320,-10.2220,-0.0991,-0.0980,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3600,48.8914,1.2682,0.5288,-10.3235,-0.0994,-0.0981,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3700,48.7871,1.2734,0.5255,-10.4250,-0.0997,-0.1042,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
6.3800,48.6818,1.2786,0.5223,-10.5266,-0.1000,-0.0989,-0.0283,0.0000,0.8990,0.0712,0.2176,1.5000,0.0000,0.0000,0.0000,4.5000,0.0100
